UI
-3	-26,367
-2,99	-26,465
-2,98	-26,465
-2,97	-26,416
-2,96	-26,416
-2,95	-26,416
-2,94	-26,416
-2,93	-26,562
-2,92	-26,562
-2,91	-26,514
-2,9	-26,66
-2,89	-26,611
-2,88	-26,904
-2,87	-26,855
-2,86	-26,807
-2,85	-26,807
-2,84	-26,758
-2,83	-26,953
-2,82	-26,953
-2,81	-26,904
-2,8	-26,904
-2,79	-26,855
-2,78	-26,904
-2,77	-26,904
-2,76	-26,904
-2,75	-26,904
-2,74	-26,709
-2,73	-26,758
-2,72	-26,807
-2,71	-26,807
-2,7	-26,855
-2,69	-26,514
-2,68	-26,562
-2,67	-26,611
-2,66	-26,611
-2,65	-26,66
-2,64	-26,367
-2,63	-26,367
-2,62	-26,416
-2,61	-26,416
-2,6	-26,416
-2,59	-26,27
-2,58	-26,27
-2,57	-26,27
-2,56	-26,27
-2,55	-26,27
-2,54	-26,27
-2,53	-26,221
-2,52	-26,221
-2,51	-26,221
-2,5	-26,172
-2,49	-26,367
-2,48	-26,318
-2,47	-26,318
-2,46	-26,27
-2,45	-26,221
-2,44	-26,514
-2,43	-26,465
-2,42	-26,416
-2,41	-26,367
-2,4	-26,318
-2,39	-26,611
-2,38	-26,562
-2,37	-26,562
-2,36	-26,514
-2,35	-26,465
-2,34	-26,611
-2,33	-26,611
-2,32	-26,611
-2,31	-26,611
-2,3	-26,562
-2,29	-26,562
-2,28	-26,562
-2,27	-26,562
-2,26	-26,562
-2,25	-26,367
-2,24	-26,367
-2,23	-26,416
-2,22	-26,465
-2,21	-26,465
-2,2	-26,123
-2,19	-26,172
-2,18	-26,172
-2,17	-26,172
-2,16	-26,221
-2,15	-25,928
-2,14	-25,928
-2,13	-25,928
-2,12	-25,879
-2,11	-25,879
-2,1	-25,879
-2,09	-25,879
-2,08	-25,83
-2,07	-25,83
-2,06	-25,83
-2,05	-25,977
-2,04	-25,977
-2,03	-25,928
-2,02	-25,879
-2,01	-25,83
-2	-26,123
-1,99	-26,074
-1,98	-26,025
-1,97	-25,977
-1,96	-26,221
-1,95	-26,172
-1,94	-26,172
-1,93	-26,123
-1,92	-26,123
-1,91	-26,221
-1,9	-26,172
-1,89	-26,172
-1,88	-26,172
-1,87	-26,172
-1,86	-26,074
-1,85	-26,074
-1,84	-26,123
-1,83	-26,123
-1,82	-26,123
-1,81	-25,879
-1,8	-25,879
-1,79	-25,928
-1,78	-25,781
-1,77	-25,781
-1,76	-25,537
-1,75	-25,537
-1,74	-25,537
-1,73	-25,537
-1,72	-25,586
-1,71	-25,488
-1,7	-25,439
-1,69	-25,439
-1,68	-25,439
-1,67	-25,439
-1,66	-25,439
-1,65	-25,439
-1,64	-25,439
-1,63	-25,439
-1,62	-25,635
-1,61	-25,586
-1,6	-25,537
-1,59	-25,488
-1,58	-25,439
-1,57	-25,732
-1,56	-25,684
-1,55	-25,635
-1,54	-25,586
-1,53	-25,537
-1,52	-25,83
-1,51	-25,781
-1,5	-25,781
-1,49	-25,732
-1,48	-25,684
-1,47	-25,83
-1,46	-25,781
-1,45	-25,781
-1,44	-25,781
-1,43	-25,781
-1,42	-25,684
-1,41	-25,684
-1,4	-25,684
-1,39	-25,684
-1,38	-25,684
-1,37	-25,488
-1,36	-25,488
-1,35	-25,488
-1,34	-25,537
-1,33	-25,537
-1,32	-25,244
-1,31	-25,244
-1,3	-25,293
-1,29	-25,049
-1,28	-25,342
-1,27	-25,098
-1,26	-25,098
-1,25	-25,098
-1,24	-25,146
-1,23	-25,146
-1,22	-25
-1,21	-25
-1,2	-24,951
-1,19	-24,951
-1,18	-25
-1,17	-25
-1,16	-24,951
-1,15	-24,902
-1,14	-24,902
-1,13	-25,098
-1,12	-25,049
-1,11	-25,049
-1,1	-25
-1,09	-24,951
-1,08	-25,244
-1,07	-25,195
-1,06	-25,146
-1,05	-25,098
-1,04	-25,049
-1,03	-25,342
-1,02	-25,293
-1,01	-25,244
-1	-25,342
-0,99	-25,293
-0,98	-25,244
-0,97	-25,244
-0,96	-25,244
-0,95	-25,244
-0,94	-25,244
-0,93	-25,049
-0,92	-25,098
-0,91	-25,098
-0,9	-25,146
-0,89	-25,195
-0,88	-24,854
-0,87	-25,244
-0,86	-25,098
-0,85	-25,146
-0,84	-25,146
-0,83	-24,854
-0,82	-24,902
-0,81	-24,902
-0,8	-24,951
-0,79	-24,707
-0,78	-24,707
-0,77	-24,707
-0,76	-24,707
-0,75	-24,756
-0,74	-24,609
-0,73	-24,561
-0,72	-24,609
