UI
-0,71	-24,609
-0,7	-24,609
-0,69	-24,609
-0,68	-24,609
-0,67	-24,561
-0,66	-24,561
-0,65	-24,561
-0,64	-24,707
-0,63	-24,658
-0,62	-24,658
-0,61	-24,756
-0,6	-24,707
-0,59	-24,951
-0,58	-24,902
-0,57	-24,854
-0,56	-24,805
-0,55	-24,805
-0,54	-24,951
-0,53	-24,951
-0,52	-24,902
-0,51	-24,902
-0,5	-24,902
-0,49	-24,854
-0,48	-24,854
-0,47	-24,902
-0,46	-24,902
-0,45	-24,707
-0,44	-24,756
-0,43	-24,756
-0,42	-24,756
-0,41	-24,756
-0,4	-24,512
-0,39	-24,512
-0,38	-24,512
-0,37	-24,561
-0,36	-24,609
-0,35	-24,316
-0,34	-24,316
-0,33	-24,316
-0,32	-24,365
-0,31	-24,365
-0,3	-24,219
-0,29	-24,219
-0,28	-24,219
-0,27	-24,219
-0,26	-24,219
-0,25	-24,268
-0,24	-24,219
-0,23	-24,219
-0,22	-24,17
-0,21	-24,17
-0,2	-24,316
-0,19	-24,268
-0,18	-24,219
-0,17	-24,17
-0,16	-24,17
-0,15	-24,414
-0,14	-24,365
-0,13	-24,316
-0,12	-24,316
-0,11	-24,268
-0,1	-24,561
-0,09	-24,512
-0,08	-24,463
-0,07	-24,463
-0,06	-24,414
-0,05	-24,561
-0,04	-24,561
-0,03	-24,561
-0,02	-24,561
-0,01	-24,463
0	-24,463
0,01	-24,512
0,02	-24,512
0,03	-24,512
0,04	-24,268
0,05	-24,268
0,06	-24,316
0,07	-24,316
0,08	-24,316
0,09	-24,023
0,1	-24,023
0,11	-24,072
0,12	-24,072
0,13	-24,072
0,14	-23,779
0,15	-23,779
0,16	-23,779
0,17	-23,682
0,18	-23,633
0,19	-23,633
0,2	-23,535
0,21	-23,389
0,22	-23,291
0,23	-23,145
0,24	-23,242
0,25	-23,096
0,26	-22,949
0,27	-22,705
0,28	-22,51
0,29	-22,607
0,3	-22,314
0,31	-22,021
0,32	-21,68
0,33	-21,631
0,34	-21,24
0,35	-20,752
0,36	-20,264
0,37	-19,629
0,38	-19,043
0,39	-18,311
0,4	-17,383
0,41	-16,357
0,42	-15,137
0,43	-13,574
0,44	-11,865
0,45	-9,814
0,46	-7,324
0,47	-4,248
0,48	-0,342
0,49	4,053
0,5	9,277
0,51	15,869
0,52	23,486
0,53	32,666
0,54	42,969
0,55	55,078
