UI
-3	-2,295
-2,99	-2,344
-2,98	-2,344
-2,97	-2,344
-2,96	-2,344
-2,95	-2,344
-2,94	-2,344
-2,93	-2,344
-2,92	-2,344
-2,91	-2,393
-2,9	-2,344
-2,89	-2,344
-2,88	-2,344
-2,87	-2,344
-2,86	-2,344
-2,85	-2,344
-2,84	-2,344
-2,83	-2,344
-2,82	-2,344
-2,81	-2,344
-2,8	-2,344
-2,79	-2,344
-2,78	-2,344
-2,77	-2,344
-2,76	-2,344
-2,75	-2,295
-2,74	-2,295
-2,73	-2,295
-2,72	-2,295
-2,71	-2,295
-2,7	-2,246
-2,69	-2,246
-2,68	-2,246
-2,67	-2,246
-2,66	-2,246
-2,65	-2,246
-2,64	-2,246
-2,63	-2,246
-2,62	-2,197
-2,61	-2,197
-2,6	-2,197
-2,59	-2,197
-2,58	-2,197
-2,57	-2,197
-2,56	-2,148
-2,55	-2,148
-2,54	-2,148
-2,53	-2,148
-2,52	-2,148
-2,51	-2,148
-2,5	-2,148
-2,49	-2,1
-2,48	-2,1
-2,47	-2,1
-2,46	-2,1
-2,45	-2,1
-2,44	-2,051
-2,43	-2,051
-2,42	-2,051
-2,41	-2,051
-2,4	-2,051
-2,39	-2,051
-2,38	-2,002
-2,37	-2,002
-2,36	-2,002
-2,35	-2,002
-2,34	-2,002
-2,33	-2,002
-2,32	-2,002
-2,31	-1,953
-2,3	-1,953
-2,29	-1,953
-2,28	-1,953
-2,27	-1,904
-2,26	-1,904
-2,25	-1,904
-2,24	-1,904
-2,23	-1,904
-2,22	-1,904
-2,21	-1,855
-2,2	-1,855
-2,19	-1,855
-2,18	-1,855
-2,17	-1,807
-2,16	-1,855
-2,15	-1,807
-2,14	-1,807
-2,13	-1,807
-2,12	-1,807
-2,11	-1,758
-2,1	-1,758
-2,09	-1,758
-2,08	-1,758
-2,07	-1,758
-2,06	-1,709
-2,05	-1,709
-2,04	-1,709
-2,03	-1,709
-2,02	-1,709
-2,01	-1,66
-2	-1,66
-1,99	-1,66
-1,98	-1,66
-1,97	-1,66
-1,96	-1,66
-1,95	-1,611
-1,94	-1,611
-1,93	-1,611
-1,92	-1,611
-1,91	-1,562
-1,9	-1,562
-1,89	-1,562
-1,88	-1,562
-1,87	-1,562
-1,86	-1,562
-1,85	-1,514
-1,84	-1,514
-1,83	-1,514
-1,82	-1,514
-1,81	-1,465
-1,8	-1,465
-1,79	-1,465
-1,78	-1,465
-1,77	-1,465
-1,76	-1,416
-1,75	-1,465
-1,74	-1,416
-1,73	-1,416
-1,72	-1,416
-1,71	-1,416
-1,7	-1,367
-1,69	-1,367
-1,68	-1,367
-1,67	-1,367
-1,66	-1,367
-1,65	-1,318
-1,64	-1,318
-1,63	-1,318
-1,62	-1,318
-1,61	-1,27
-1,6	-1,27
-1,59	-1,27
-1,58	-1,27
-1,57	-1,27
-1,56	-1,27
-1,55	-1,221
-1,54	-1,221
-1,53	-1,221
-1,52	-1,221
-1,51	-1,221
-1,5	-1,172
-1,49	-1,172
-1,48	-1,172
-1,47	-1,172
-1,46	-1,123
-1,45	-1,123
-1,44	-1,123
-1,43	-1,123
-1,42	-1,123
-1,41	-1,074
-1,4	-1,074
-1,39	-1,074
-1,38	-1,074
-1,37	-1,074
-1,36	-1,074
-1,35	-1,025
-1,34	-1,025
-1,33	-1,025
-1,32	-1,025
-1,31	-1,025
-1,3	-0,977
-1,29	-0,977
-1,28	-0,977
-1,27	-0,977
-1,26	-0,928
-1,25	-0,928
-1,24	-0,928
-1,23	-0,928
-1,22	-0,928
-1,21	-0,879
-1,2	-0,879
-1,19	-0,879
-1,18	-0,879
-1,17	-0,879
-1,16	-0,879
-1,15	-0,879
-1,14	-0,83
-1,13	-0,83
-1,12	-0,83
-1,11	-0,83
-1,1	-0,83
-1,09	-0,781
-1,08	-0,781
-1,07	-0,781
-1,06	-0,781
-1,05	-0,781
-1,04	-0,732
-1,03	-0,732
-1,02	-0,732
-1,01	-0,732
-1	-0,684
-0,99	-0,684
-0,98	-0,684
-0,97	-0,684
-0,96	-0,684
-0,95	-0,684
-0,94	-0,684
-0,93	-0,635
-0,92	-0,635
-0,91	-0,635
-0,9	-0,635
-0,89	-0,586
-0,88	-0,586
-0,87	-0,586
-0,86	-0,586
-0,85	-0,586
-0,84	-0,586
-0,83	-0,586
-0,82	-0,537
-0,81	-0,537
-0,8	-0,537
-0,79	-0,537
-0,78	-0,488
-0,77	-0,488
-0,76	-0,488
-0,75	-0,488
-0,74	-0,488
-0,73	-0,488
-0,72	-0,439
-0,71	-0,439
-0,7	-0,439
-0,69	-0,439
-0,68	-0,439
-0,67	-0,439
-0,66	-0,391
-0,65	-0,391
-0,64	-0,391
-0,63	-0,391
-0,62	-0,391
-0,61	-0,342
-0,6	-0,342
-0,59	-0,342
-0,58	-0,342
-0,57	-0,342
-0,56	-0,342
-0,55	-0,293
-0,54	-0,293
-0,53	-0,293
-0,52	-0,293
-0,51	-0,293
-0,5	-0,293
-0,49	-0,244
-0,48	-0,244
-0,47	-0,244
-0,46	-0,244
-0,45	-0,244
-0,44	-0,244
-0,43	-0,195
-0,42	-0,195
-0,41	-0,195
-0,4	-0,195
-0,39	-0,195
-0,38	-0,195
-0,37	-0,195
-0,36	-0,146
-0,35	-0,146
-0,34	-0,146
-0,33	-0,146
-0,32	-0,146
-0,31	-0,146
-0,3	-0,098
-0,29	-0,098
-0,28	-0,098
-0,27	-0,098
-0,26	-0,098
-0,25	-0,098
-0,24	-0,098
-0,23	-0,049
-0,22	-0,049
-0,21	-0,049
-0,2	-0,049
-0,19	-0,049
-0,18	-0,049
-0,17	0
-0,16	0
-0,15	0
-0,14	0
-0,13	0
-0,12	0
-0,11	0
-0,1	0
-0,09	0,049
-0,08	0,049
-0,07	0,049
-0,06	0,049
-0,05	0,098
-0,04	0,098
-0,03	0,098
-0,02	0,098
-0,01	0,098
0	0,098
0,01	0,098
0,02	0,098
0,03	0,146
0,04	0,146
0,05	0,146
0,06	0,146
0,07	0,146
0,08	0,195
0,09	0,195
0,1	0,195
0,11	0,244
0,12	0,244
0,13	0,244
0,14	0,293
0,15	0,293
0,16	0,342
0,17	0,391
0,18	0,439
0,19	0,488
0,2	0,537
0,21	0,635
0,22	0,732
0,23	0,83
0,24	0,928
0,25	1,025
0,26	1,172
0,27	1,318
0,28	1,465
0,29	1,66
0,3	1,855
0,31	2,1
0,32	2,393
0,33	2,686
0,34	3,027
0,35	3,418
0,36	3,857
0,37	4,346
0,38	4,932
0,39	5,664
0,4	6,396
0,41	7,324
0,42	8,35
0,43	9,619
0,44	11,133
0,45	12,842
0,46	14,99
0,47	17,578
0,48	20,752
0,49	24,414
0,5	28,906
0,51	34,326
0,52	41,064
0,53	48,73
0,54	58,008
